"","Objects","AVGScoresOfObjectsConfidence","AVGScoresOfObjectsLift"
"583","eaf3c6d7-7a03-3064-bbf9-cee90a792fb5","2.42913664102506e+21","1964752287806864896"
"584","0ab69cfe-e389-3f2b-9074-88b78ce91c03","7.45470035847939e+20","479540546171836224"
"585","c0077faa-61a0-30d0-b44c-0142cb684bbb","7.45470035847939e+20","479540546171836224"
"586","6934bfd6-e155-3023-9e35-6d416897dbb1","7.45470035847939e+20","479540546171836224"
"587","cc62c009-f2a0-395d-bc3f-2b28999a104e","7.45470035847939e+20","479540546171836224"
"588","e9b0336c-a508-3b17-babd-86d25f198301","7.45470035847939e+20","479540546171836224"
"589","0a363568-4bb0-379f-8491-178898a3e6a0","7.45470035847939e+20","479540546171836224"
"590","097be88d-fb46-30df-af77-a64407fa5848","7.45470035847939e+20","479540546171836224"
"591","1b78248e-1ade-3860-8f72-bc547b4ae398","7.45470035847939e+20","479540546171836224"
"592","71a23be2-c35a-3b31-b421-4cebbe7f5dc1","7.45470035847939e+20","479540546171836224"
"593","317929c6-5624-38f0-8f75-7da4812995d2","7.45470035847939e+20","479540546171836224"
"594","3670df2b-4ee8-3971-b23d-bd9217c439ac","7.45470035847939e+20","479540546171836224"
"595","ea139a75-dab3-3037-a46e-27d6c13ec7f9","7.45470035847939e+20","479540546171836224"
"596","341910b6-1e27-3ad8-83e8-2200cf145b08","7.45470035847939e+20","479540546171836224"
"597","5b86df2b-3b30-34a6-8398-8b24498ba5ac","7.45470035847939e+20","479540546171836224"
"598","0ba05bf9-9afa-3b99-8429-3fdbb403e8e9","7.45470035847939e+20","479540546171836224"
"599","5a0b1fcd-17ab-300b-ad20-32bab93711a5","7.45470035847939e+20","479540546171836224"
"600","5d6b95d3-1a4c-3f53-80b0-d37449f2eb37","7.45470035847939e+20","479540546171836224"
"601","c3584f2b-0562-3e0b-9394-0c7753bb5f48","7.45470035847939e+20","479540546171836224"
"602","4af1c348-f0d5-3486-a5dc-7ba735c4998b","7.45470035847939e+20","479540546171836224"
"603","4d41e58d-4650-3e00-a6d7-f8353a2aec1f","7.45470035847939e+20","479540546171836224"
"604","a4e84add-4c9e-3d19-9db1-e7465ddf00ba","9.72025603887445e+38","5.95641212089908e+35"
"605","53601083-10f6-3353-82ed-b64cf97ca811","7.45470035847939e+20","479540546171836224"
"606","f29b1a08-6734-3e97-8912-9dc3d3337fdf","7.45470035847939e+20","479540546171836224"
"607","fd476b4d-ce0c-3b7c-af4b-81e97c6bccfa","7.45470035847939e+20","479540546171836224"
"608","8d0811b5-5a19-3ec8-9a94-3e7846506c7e","7.45470035847939e+20","479540546171836224"
"609","b62cbfaa-7471-330e-a33b-18656b83b5ca","7.45470035847939e+20","479540546171836224"
"610","d1e20060-c6be-3717-ab14-15173d42463b","7.45470035847939e+20","479540546171836224"
"611","0adeec33-bd44-3376-a8d5-96c9478bfeb3","7.45470035847939e+20","479540546171836224"
"612","a5c64d61-35c8-31a7-b744-e9577e4def9f","7.45470035847939e+20","479540546171836224"
"613","ee251cf7-f3d2-3da4-b278-7fd5a3456275","4469236173.91985","819197.82281335"
"614","c18ee639-44e5-331c-893b-d1ac8c7620a0","2.42913664102506e+21","1964752287806864896"
"615","6fcc3b33-7153-3fda-b711-d49f3ec23098","7.45470035847939e+20","479540546171836224"
"616","1ae47778-fb59-3fff-85dc-8ae8c670d752","7.45470035847939e+20","479540546171836224"
"617","13b92158-b577-36b8-b984-63f395c89d4f","7.45470035847939e+20","479540546171836224"
"618","72e601c4-13a3-3341-91bc-701e01730816","7.45470035847939e+20","479540546171836224"
"619","deb63bb5-6513-3704-852c-400add7299fe","7.45470035847939e+20","479540546171836224"
"620","3db1e357-3b51-3d21-ad9d-2ca4a8f410c8","7.45470035847939e+20","479540546171836224"
"621","0bdaa9af-66f9-3ed7-806c-afb9891156d1","7.45470035847939e+20","479540546171836224"
"622","af4d3bc6-fbbe-3d7e-b112-471c6fb55f79","7.45470035847939e+20","479540546171836224"
"623","fd27e820-42d6-3be8-84a6-f4d58f05f65e","7.45470035847939e+20","479540546171836224"
"624","db0f71b1-b263-3020-92fe-19c46de7657c","7.45470035847939e+20","479540546171836224"
"625","70eba36b-851c-3efe-9bfb-7bd5d73dcbee","7.45470035847939e+20","479540546171836224"
"626","64843534-82a1-30ed-af99-6a6c4601222b","7.45470035847939e+20","479540546171836224"
"627","254477eb-b089-3933-be9a-e30e6c0ffef2","7.45470035847939e+20","479540546171836224"
"628","4d1e9937-f190-3cd5-ab3d-aeb319bf2257","7.45470035847939e+20","479540546171836224"
"629","3260b9d5-fae8-346e-bd55-3644db43478c","7.45470035847939e+20","479540546171836224"
"630","84699a96-52b3-3f85-8172-99c7ab60d9b6","7.45470035847939e+20","479540546171836224"
"631","aaf72c2f-60f5-35d9-9955-3d5bd6ffe686","7.45470035847939e+20","479540546171836224"
"632","b61f7d6c-14b5-37dc-aeba-d5e3300d3194","2.42913664102506e+21","1964752287806864896"
"633","ca700aef-e1fc-3966-a096-d3cc7107eae1","7.45470035847939e+20","479540546171836224"
"634","c034860e-3d3f-3e6c-9727-3ff9c31d050b","7.45470035847939e+20","479540546171836224"
"635","6786fd80-300d-3ae7-b3cf-e91dba6e6bc1","7.45470035847939e+20","479540546171836224"
"636","13e982dc-2c06-3d91-b78a-cfd6a4379dbd","7.45470035847939e+20","479540546171836224"
"637","28639873-8562-3976-98a0-a8f1e17d965e","7.45470035847939e+20","479540546171836224"
"638","953c127a-2df3-3f29-b663-a615b5c4a4b2","17722095848.285","31177969.2401166"
"639","35c3775c-1514-3e6a-a25d-c68428c0caa3","7.45470035847939e+20","479540546171836224"
"640","f8953b50-b617-3e67-b4d2-409dadf03f0b","7.45470035847939e+20","479540546171836224"
"641","f00c6871-458f-3dc2-9d93-437616f19ad3","7.45470035847939e+20","479540546171836224"
"642","a889c29c-8e98-33a5-ac27-5e06c7968cd5","7.45470035847939e+20","479540546171836224"
"643","c2c2a449-9395-31ac-bb3d-33301f0e0321","7.45470035847939e+20","479540546171836224"
"644","2ca49ab1-d330-38b8-8f55-6b9b411c506c","7.45470035847939e+20","479540546171836224"
"645","e2ed6282-b212-3a00-8968-1ef9d3214c0b","7.45470035847939e+20","479540546171836224"
"646","a39740c9-9ba6-3637-b623-909d901d1574","7.45470035847939e+20","479540546171836224"
"647","8775960e-2bc6-34be-b64a-9931f877881d","7.45470035847939e+20","479540546171836224"
"648","44db20c6-0046-385a-a5fd-a496f5e7ba0a","7.45470035847939e+20","479540546171836224"
"649","1e37bcd1-270d-3572-b540-eb1a71decc82","7.45470035847939e+20","479540546171836224"
"650","fb7b65bf-2881-3504-8bc2-c3a4fb35954c","7.45470035847939e+20","479540546171836224"
"651","8245c574-19d6-3707-a859-673588c738b3","7.45470035847939e+20","479540546171836224"
"652","e7f3b9d8-8f7e-364a-ae05-1abdb94c09b6","7.45470035847939e+20","479540546171836224"
"653","1dc3e003-7e0a-3aa5-8f68-e075d235fa95","7.45470035847939e+20","479540546171836224"
"654","3ec29643-35d0-30aa-a2af-f345fe9c52e7","7.45470035847939e+20","479540546171836224"
"655","359e04ed-72e6-3598-8e56-40e8663bfbad","7.45470035847939e+20","479540546171836224"
"656","6f830ecd-a18d-3165-a5eb-86d82a9993e1","7.45470035847939e+20","479540546171836224"
"657","b3d193cc-f827-305b-b22b-a862c7233e91","7.45470035847939e+20","479540546171836224"
"658","84a62558-bd89-36b9-9d9f-78409a95978b","7.45470035847939e+20","479540546171836224"
"659","90893622-1e34-3f5f-a355-331b1b7e77d4","7.45470035847939e+20","479540546171836224"
"660","c62b9321-706a-34b1-8906-a3fa3ddee7ff","7.45470035847939e+20","479540546171836224"
"661","ac71f867-741b-323c-a9c6-fcd5e5ac40bc","7.45470035847939e+20","479540546171836224"
"662","594407e9-e489-3d99-824d-687cf095089b","2.42913664102506e+21","1964752287806864896"
"663","94fbfeba-690d-39f4-8a03-6f5265bf75aa","7.45470035847939e+20","479540546171836224"
"664","dd996734-c267-3805-9541-7584efe2481c","7.45470035847939e+20","479540546171836224"
"665","44b1c0af-2a09-304e-9608-56665113405a","7.45470035847939e+20","479540546171836224"
"666","3a45ab71-a8f4-3938-afb8-994dd13497ed","7.45470035847939e+20","479540546171836224"
"667","280544b1-2b33-321a-b811-426d9ac81519","7.45470035847939e+20","479540546171836224"
"668","489a4b3d-897f-342c-8c4b-edffd9126c73","7.45470035847939e+20","479540546171836224"
"669","c4fd0298-215f-3bdf-9c4b-b20ea17386e3","7.45470035847939e+20","479540546171836224"
"670","7b587f28-d5ed-3296-9ca5-7db1f32adb05","7.45470035847939e+20","479540546171836224"
"671","fa9e3fb3-4d5d-30cc-8b59-f0f14256ee24","7.45470035847939e+20","479540546171836224"
"672","e3d5ef4c-d123-3e70-8ae7-3b65cbc091f7","7.45470035847939e+20","479540546171836224"
"673","bdc6d8be-6247-3a34-9f52-ed9c242ac9fb","7.45470035847939e+20","479540546171836224"
"674","38f894f7-6aa1-3a3d-999a-ea108a85ed24","7.45470035847939e+20","479540546171836224"
"675","53e3b914-7c22-3a5d-8c3c-86265bf3f710","6.9727998201809e+64","4.87711110398735e+61"
"676","481d1697-7de7-342f-9304-f11585211ac7","17722095848.285","31177969.2401166"
"677","33bc4236-2812-3bf0-8508-e336b605923b","17722095848.285","31177969.2401166"
"678","a8c32674-c2e0-3bc5-a110-97aa90941653","6.9727998201809e+64","4.87711110398735e+61"
"679","617d2630-f928-3d06-b91e-6428805160c2","7.45470035847939e+20","479540546171836224"
"680","da33ea82-866c-3e7f-9f73-557a2e54694e","7.45470035847939e+20","479540546171836224"
"681","4cf00456-94d4-3bde-a288-9c50b3bc79b3","7.45470035847939e+20","479540546171836224"
"682","d118370f-783c-3704-990f-a08ad0589d73","7.45470035847939e+20","479540546171836224"
"683","97a77434-103e-3d86-8e25-986a4e54e6ee","2.42913664102506e+21","1964752287806864896"
"684","b7427889-74d8-3e18-aa1e-d361126f7474","7.45470035847939e+20","479540546171836224"
"685","6d02eea4-6719-39a4-851d-84b3b7b92b9c","7.45470035847939e+20","479540546171836224"
"686","fceca1e6-36b1-3cdd-8995-362889778b5f","7.45470035847939e+20","479540546171836224"
"687","b197e73d-a905-3301-994e-e00be597a03d","7.45470035847939e+20","479540546171836224"
"688","a0a7e05e-95f3-35a4-923f-a61d33fcd59a","7.45470035847939e+20","479540546171836224"
"689","d0ee98e0-ce28-30ce-9246-9df842d19e51","7.45470035847939e+20","479540546171836224"
"690","321b6044-0ec0-36f6-add6-dcbf0cc9e3b7","7.45470035847939e+20","479540546171836224"
"691","bb38103b-a422-3cf4-a1fb-304e631647a8","7.45470035847939e+20","479540546171836224"
"692","558c6743-a5ce-3dbc-9158-bb10a2cb069b","7.45470035847939e+20","479540546171836224"
"693","372fe54c-7640-3379-a1f0-0b2de9f233c0","7.45470035847939e+20","479540546171836224"
"694","11768b58-406d-3944-87ca-22e4b0012469","7.45470035847939e+20","479540546171836224"
"695","ef9e0478-5b2d-3631-9e2c-930fdc406c88","7.45470035847939e+20","479540546171836224"
"696","e2f2846c-8f94-321d-bc31-04683aefba73","7.45470035847939e+20","479540546171836224"
"697","d9eb7302-c361-3414-a82b-7f7b7b5a04cd","7.45470035847939e+20","479540546171836224"
"698","6f145c4e-e934-3a9b-a32c-d2307720ca7d","7.45470035847939e+20","479540546171836224"
"699","1b00d1cc-c7e5-37c0-8307-aa65bde55728","7.45470035847939e+20","479540546171836224"
"700","6962c70c-624e-3f6f-a44a-1f08a8bebb66","7.45470035847939e+20","479540546171836224"
"701","2025486f-4b7f-306a-b194-2819986e7747","7.45470035847939e+20","479540546171836224"
"702","06386065-531e-31ac-b4fe-2c18705afd29","7.45470035847939e+20","479540546171836224"
"703","227cc37c-0273-3c4e-af64-04ebc3402c05","7.45470035847939e+20","479540546171836224"
"704","32fe4a4b-2a5a-3cd5-b1c1-58124981e8cc","7.45470035847939e+20","479540546171836224"
"705","b3a71da1-5346-335c-9d2e-d62a20b01345","7.45470035847939e+20","479540546171836224"
"706","d69dfc80-2510-3144-8b49-a5031a49f917","7.45470035847939e+20","479540546171836224"
"707","b17f96dd-522f-3649-8cb7-7e31b876cdb2","7.45470035847939e+20","479540546171836224"
"708","09d22149-e678-329c-97f5-008a28508439","7.45470035847939e+20","479540546171836224"
"709","6db7fc38-d3e6-3f65-b73f-fdfdecaf04de","7.45470035847939e+20","479540546171836224"
"710","bd9b66a0-bd15-3ed4-a62f-538deacf7470","7.45470035847939e+20","479540546171836224"
"711","08dd8bb4-3f33-33c7-b6a3-4b0c96744790","7.45470035847939e+20","479540546171836224"
"712","2d4e0f62-eab9-3d70-be35-572f017e9095","7.45470035847939e+20","479540546171836224"
"713","dfbb79a9-b22d-398d-aa7f-4c5613b7ef47","2.42913664102506e+21","1964752287806864896"
"714","a67bcbfa-4d3c-36c1-bf07-5fc7b7e94a1d","7.45470035847939e+20","479540546171836224"
"715","7b7b086b-ae89-39e0-b0a9-287d830b48ea","7.45470035847939e+20","479540546171836224"
"716","b3b0563e-ef80-3270-9ce8-8ddcb0d77f0a","7.45470035847939e+20","479540546171836224"
"717","43a0c764-0217-3583-9fbd-ed5d4503a313","7.45470035847939e+20","479540546171836224"
"718","e888a475-bcb5-3726-952f-07c20d86914a","7.45470035847939e+20","479540546171836224"
"719","c321acd7-664f-384e-870a-18a0d558bf42","7.45470035847939e+20","479540546171836224"
"720","6ce990c6-5147-31fa-89f1-42481c69eeb7","7.45470035847939e+20","479540546171836224"
"721","953cc3c3-458e-319a-98a3-3874f6c7cda5","7.45470035847939e+20","479540546171836224"
"722","cd8de611-5d39-33a4-9d5f-1fd9212c33b9","7.45470035847939e+20","479540546171836224"
"723","c4aace06-f9db-34e1-98ed-7dfaf622c55c","7.45470035847939e+20","479540546171836224"
"724","d3b38fd4-fbd0-3443-bdf9-2e4093d58ffe","7.45470035847939e+20","479540546171836224"
"725","57b46693-e326-314d-8c65-5d969ed37480","7.45470035847939e+20","479540546171836224"
"726","431d86fe-f01d-3207-9d0e-d3c4992a0b2c","7.45470035847939e+20","479540546171836224"
"727","37ca6ecc-2ade-36df-934d-2ba715d4e97f","7.45470035847939e+20","479540546171836224"
"728","42acf082-4581-3b2c-b84a-5e5014ff3c10","7.45470035847939e+20","479540546171836224"
"729","25969a85-0729-35f4-881d-c1d9a7e0d751","7.45470035847939e+20","479540546171836224"
"730","f3d06b08-b83d-3bfd-848a-0e450c2c6a82","2.42913664102506e+21","1964752287806864896"
"731","623711da-f29b-3267-9f06-2082e644bcee","7.45470035847939e+20","479540546171836224"
"732","8bcb844f-49e0-3a01-96b3-0518dbf6dc87","7.45470035847939e+20","479540546171836224"
"733","84931816-80ff-32bf-aa77-b0e382e8a5c1","7.45470035847939e+20","479540546171836224"
"734","aa7e6d19-487a-3574-853c-a19ab6dbd72e","9.72025603887445e+38","5.95641212089908e+35"
"735","7b7347a6-dfd3-3a6e-bdcf-6ba1adefe4a1","4.2018331206473e+22","32631815257862254592"
"736","7740dbda-28ba-3a7e-990d-8bef59785a53","7.45470035847939e+20","479540546171836224"
"737","a4ed95cd-16a2-3b7c-bf63-6203284036d8","7.45470035847939e+20","479540546171836224"
"738","18b60ef8-f161-3475-bb05-9f37199f54e2","18443097348.3237","31272865.2540287"
"739","ee7c334c-3dca-3e0a-8fd3-d5cfe706d7dd","18443097348.3237","31272865.2540287"
"740","b3e57c7f-dc6d-3a81-9ce2-7c451e101822","18443097348.3237","31272865.2540287"
"741","7fb62163-af84-3155-a289-236127589e9b","18443097348.3237","31272865.2540287"
"742","879ddab7-46eb-3d39-ba36-50a51843856b","7.45470035847939e+20","479540546171836224"
"743","9442cc65-bf36-3ea5-85a9-b448c75f4a49","9.72025603887445e+38","5.95641212089908e+35"
"744","09960a2b-6b78-3057-a03f-f78d30ce6548","18443097348.3237","31272865.2540287"
"745","d8688d94-cb2a-37cb-b34f-220f1db06041","9.72025603887445e+38","5.95641212089908e+35"
"746","1ee67615-172f-3a09-a66f-cd22cbc903e9","18443097348.3237","31272865.2540287"
"747","13f4eb08-2091-33a0-9528-388d63c1de21","1.46926230545018e+38","1.46457693913086e+35"
"748","b72e3ed7-9102-3f01-8eb8-8d1df6b19a44","18443097348.3237","31272865.2540287"
"749","af26cb4b-8903-352d-bb13-7354f0e15a37","18443097348.3237","31272865.2540287"
"750","60a666fb-90a0-322d-9850-469ca13c44ba","7.45470035847939e+20","479540546171836224"
"751","890c3d3f-d106-3364-a144-44864d477072","7.45470035847939e+20","479540546171836224"
"752","de5ea2bf-8828-3960-b276-e060b561aada","7.45470035847939e+20","479540546171836224"
"753","1fa2950a-f2f3-3626-8d22-07c1504ee700","7.45470035847939e+20","479540546171836224"
"754","943121d1-ce3e-39a9-8edc-c174a62116a0","18443097348.3237","31272865.2540287"
"755","7d41e8f8-2bf1-3d45-b76b-7553b36eaa50","7.45470035847939e+20","479540546171836224"
"756","4f2974e4-5d05-3602-9973-43bcf29d93c3","7.45470035847939e+20","479540546171836224"
"757","c13bea3d-937c-37bd-b460-29af4b8286d4","7.45470035847939e+20","479540546171836224"
"758","a0e629d4-9821-3b75-9784-6dc30dbec048","7.45470035847939e+20","479540546171836224"
"759","82741b48-8aa0-3a76-a76f-d77687328835","7.45470035847939e+20","479540546171836224"
"760","85f1e68f-95ab-3f01-acdf-af4441bb95b2","7.45470035847939e+20","479540546171836224"
"761","592925c3-7098-32f1-821c-e310b1801859","7.45470035847939e+20","479540546171836224"
"762","8ca57997-ef09-35f4-bcc3-183bea68a49b","7.45470035847939e+20","479540546171836224"
"763","fd17f566-4d40-36e2-9c0d-b866e4ee3368","7.45470035847939e+20","479540546171836224"
"764","0cf31014-09f9-37ba-8a2e-a90e48487e3c","2.42913664102506e+21","1964752287806864896"
"765","6d78d2b2-f988-3946-a7d4-760b9603db87","7.45470035847939e+20","479540546171836224"
"766","02424633-35ab-3ae7-b30d-0903cfc30b74","7.45470035847939e+20","479540546171836224"
"767","28e818c7-ab8f-3776-a254-ef648586e485","7.45470035847939e+20","479540546171836224"
"768","f8227ceb-6a35-3348-97f0-015d18242c40","7.45470035847939e+20","479540546171836224"
"769","23fc1d12-aa0e-3d85-9c1d-b3999e3682f7","7.45470035847939e+20","479540546171836224"
"770","c2eea478-d159-39ed-910f-0f014cfa81ac","7.45470035847939e+20","479540546171836224"
"771","53a15fe9-5b3a-392e-9ef3-c1f17e9ae9d4","2.42913664102506e+21","1964752287806864896"
"772","1cbd1716-ca41-3013-b004-ae298eda16ee","7.45470035847939e+20","479540546171836224"
"773","b5880a08-b76c-3c0c-bfd3-b010d643710a","7.45470035847939e+20","479540546171836224"
"774","ecb0484e-ed28-3b04-82b4-a226bc7f5d29","7.45470035847939e+20","479540546171836224"
"775","4f135867-c4ff-3ac1-ac17-78e66075160c","7.45470035847939e+20","479540546171836224"
"776","cb365570-96e7-3ca1-8e86-93502d82319d","7.45470035847939e+20","479540546171836224"
"777","06e9207b-a84a-36f8-bda9-c36b91405248","7.45470035847939e+20","479540546171836224"
"778","69d8e91a-c32d-32d1-8001-b780cc3627a0","7.45470035847939e+20","479540546171836224"
"779","4544ee7e-a445-3a60-b833-6c05ed4a7319","7.45470035847939e+20","479540546171836224"
"780","7463b084-491a-3395-a3eb-965044244a97","7.45470035847939e+20","479540546171836224"
"781","559a2266-b8b9-320e-92bf-4dd6750a64a1","7.45470035847939e+20","479540546171836224"
"782","7b4d5ff7-7106-3fb0-afef-826d61ae533f","2.42913664102506e+21","1964752287806864896"
"783","67711ebb-871e-3261-b5ae-70f0c375895d","7.45470035847939e+20","479540546171836224"
"784","235d0bb3-6b9b-31dd-b1e7-4177a6fc066f","7.45470035847939e+20","479540546171836224"
"785","c0e07ba9-b787-3393-99e2-83ea81365f9b","7.45470035847939e+20","479540546171836224"
"786","20cfe582-ba1c-3b5c-8cd1-52ea3402b075","7.45470035847939e+20","479540546171836224"
"787","d8be9fbd-7d10-3d09-8b69-d3b4980b0a0c","7.45470035847939e+20","479540546171836224"
"788","bdc4a6ae-1f5b-3fc7-9728-33b19a0926b5","7.45470035847939e+20","479540546171836224"
"789","d6e7c9b5-2ad3-3378-8c17-70a98f5f38d0","7.45470035847939e+20","479540546171836224"
"790","7a353c73-7388-3671-a168-0a287ad72d40","7.45470035847939e+20","479540546171836224"
"791","5b94f301-e6ad-3011-bf4e-b7abfd5ab99a","7.45470035847939e+20","479540546171836224"
"792","3c928a13-bba5-3169-986f-c9f41173731f","7.45470035847939e+20","479540546171836224"
"793","9a4fcc9e-730f-33a5-91c6-90409ea02115","7.45470035847939e+20","479540546171836224"
"794","812e16b8-71ee-3605-ad0d-cc2d3bfe6670","2.42913664102506e+21","1964752287806864896"
"795","9ccf907b-430f-3a77-90a5-2e2b0329807a","7.45470035847939e+20","479540546171836224"
"796","be7d0870-8232-36f2-8a90-f2b858e7b7c3","7.45470035847939e+20","479540546171836224"
"797","6cc23ffb-acc8-31c4-9204-25c7d7c7bf8a","7.45470035847939e+20","479540546171836224"
"798","b8edd8b1-2db5-3e25-a398-8af7b963e7a8","7.45470035847939e+20","479540546171836224"
"799","0795a341-7544-3fc4-bb28-c228e01ffefd","7.45470035847939e+20","479540546171836224"
"800","40cc7c79-c861-384e-b18f-e581453f2445","7.45470035847939e+20","479540546171836224"
"801","8cc09492-834e-3c6a-8a57-21202dac77d0","7.45470035847939e+20","479540546171836224"
"802","a77ef7dd-97eb-3248-bb68-ce13617d3423","7.45470035847939e+20","479540546171836224"
"803","795f9145-2ded-34b0-b5ef-81464f50c48a","9.72025603887445e+38","5.95641212089908e+35"
"804","bbb9b97c-7f00-36f5-bce7-17a7d90d044a","7.45470035847939e+20","479540546171836224"
"805","a6ff1266-4e41-3830-b24c-3962a9f180b8","7.45470035847939e+20","479540546171836224"
"806","373ef9ce-e3b9-3a25-aa42-db072b64c555","7.45470035847939e+20","479540546171836224"
"807","ac7386ef-b7fa-37e1-b0e0-5f1b762ea1dd","7.45470035847939e+20","479540546171836224"
"808","9c896578-b59a-3f84-9792-d68e702f3519","7.45470035847939e+20","479540546171836224"
"809","4be4f956-d645-38d6-86d5-5e8ecad487f3","7.45470035847939e+20","479540546171836224"
"810","ff4c4b13-fed3-346c-b990-2eb08c676c87","7.45470035847939e+20","479540546171836224"
"811","5774be93-20d9-34f0-9ec6-8411fd9730b8","7.45470035847939e+20","479540546171836224"
"812","2162dddd-9d63-3baa-850b-015d36d7c1ee","7.45470035847939e+20","479540546171836224"
"813","7bfccf06-9c21-30f4-b9ce-9b4f10830979","7.45470035847939e+20","479540546171836224"
"814","28b9d033-8f6f-3850-b9c4-2cd0a28bfd4f","7.45470035847939e+20","479540546171836224"
"815","355d7adc-e665-3319-bd8c-829a1ee50d06","2.42913664102506e+21","1964752287806864896"
"816","9d5bc684-1067-3b58-b003-d66f9494f37a","7.45470035847939e+20","479540546171836224"
"817","0030b736-8fb3-3ebd-8bf5-cab10289e73b","7.45470035847939e+20","479540546171836224"
"818","1b8d62c8-1c01-3721-9266-b2492fe11079","7.45470035847939e+20","479540546171836224"
"819","c644a722-6617-35bc-915a-0f987d856f22","7.45470035847939e+20","479540546171836224"
"820","f0241f81-de63-3b29-88f3-6dc1eda50eef","7.45470035847939e+20","479540546171836224"
"821","913fd5bd-d0a7-37e3-8d6e-9bb02835b4ef","7.45470035847939e+20","479540546171836224"
"822","397045d8-9871-3b09-a6ed-1e4e9974edca","7.45470035847939e+20","479540546171836224"
"823","37128475-5b78-3b2e-8771-43ec2e5408e8","7.45470035847939e+20","479540546171836224"
"824","b17c39b2-aad4-373f-b8a9-1d2ac960aa81","7.45470035847939e+20","479540546171836224"
"825","5645ea21-49a5-34b1-829b-06c943287cbb","2.42913664102506e+21","1964752287806864896"
"826","ab3581e4-deae-3fec-802b-f3008625b11d","7.45470035847939e+20","479540546171836224"
"827","98b35121-fe37-38f4-bfbc-c32d80c414de","7.45470035847939e+20","479540546171836224"
"828","0243b726-3081-38c2-88ab-fa1768209d87","7.45470035847939e+20","479540546171836224"
"829","8f7ada35-d847-3960-bfc0-be46af8052b7","17722095848.285","31177969.2401166"
"830","493e0e5f-208a-3264-a23b-8aa4fda65a87","7.45470035847939e+20","479540546171836224"
"831","8b2b09fe-e616-3d49-9ea6-ee8b7f1073c4","7.45470035847939e+20","479540546171836224"
"832","278f1ff9-add0-398b-98de-f3d98e968ff9","7.45470035847939e+20","479540546171836224"
"833","fe1ca328-9023-3a84-9e65-33ff0687c160","7.45470035847939e+20","479540546171836224"
"834","3b9cdece-7302-313f-987a-1e9267ea9243","2.42913664102506e+21","1964752287806864896"
"835","22169861-c0fb-3a30-b9fe-ad1f477668d8","7.45470035847939e+20","479540546171836224"
"836","3766319d-de75-3769-90e5-521486e8dc04","7.45470035847939e+20","479540546171836224"
"837","67566dbc-b078-3ad4-8292-7cd35a0db312","7.45470035847939e+20","479540546171836224"
"838","3d15858d-f5e0-35b2-9437-8364b4d8b4cc","7.45470035847939e+20","479540546171836224"
"839","1f795292-ea1a-382f-b3dd-8a23b8f66a98","7.45470035847939e+20","479540546171836224"
"840","4f7df0c5-0bef-3faa-9cfb-7890e365165b","7.45470035847939e+20","479540546171836224"
"841","4ca2d503-36a1-3195-8da0-877a6292922a","7.45470035847939e+20","479540546171836224"
"842","e60774b0-4fcd-351f-9aa1-aaa8abc85e85","7.45470035847939e+20","479540546171836224"
"843","ffbbea71-8f52-396c-bb0c-07c63c5332e1","7.45470035847939e+20","479540546171836224"
"844","3e64df03-aaf1-3806-9143-82a88f341fb2","2.42913664102506e+21","1964752287806864896"
"845","459b70b9-8f51-3190-8f4a-e1db2b3f04ca","7.45470035847939e+20","479540546171836224"
"846","44a621fe-f32d-354a-9408-75bbe8d1c0bd","7.45470035847939e+20","479540546171836224"
"847","5402c0de-7858-3058-a164-4160e3c3f6e6","7.45470035847939e+20","479540546171836224"
"848","5bf3a8ca-0946-3150-b716-f48dbe4cb458","7.45470035847939e+20","479540546171836224"
"849","5d6b3d07-9972-321d-8b18-35d38f6c41ca","7.45470035847939e+20","479540546171836224"
"850","a77773dc-17cc-3fc7-bba0-b9f6d8c69d91","7.45470035847939e+20","479540546171836224"
"851","aaa00932-5b66-323a-82b2-9185baeb8eb8","7.45470035847939e+20","479540546171836224"
"852","8d863f59-4ee5-369b-ba54-1d0ce67e5e97","7.45470035847939e+20","479540546171836224"
"853","16beb5f1-6bf4-37a1-ad7c-52ff615a4cd5","7.45470035847939e+20","479540546171836224"
"854","09b48a06-41d3-3eea-b93a-cf34162240f1","7.45470035847939e+20","479540546171836224"
"855","c68d4d13-3505-3bc5-95fd-4a5c8249f50f","7.45470035847939e+20","479540546171836224"
"856","1c80c94b-b880-3f16-b410-cf3cb12ce4a5","7.45470035847939e+20","479540546171836224"
"857","ddd2cfeb-4b17-32ac-ab64-7d354277340f","7.45470035847939e+20","479540546171836224"
"858","da7aa0df-be9c-3a08-a660-bdc7421c46c1","7.45470035847939e+20","479540546171836224"
"859","b42984bf-5f07-36c5-b716-812c1e5b46fb","7.45470035847939e+20","479540546171836224"
"860","8843a4db-7118-3ee1-a1c6-be604aa1d7d6","7.45470035847939e+20","479540546171836224"
"861","8e38e316-1ffb-3843-8f07-b5c5c171db52","7.45470035847939e+20","479540546171836224"
"862","006fe993-d42b-3be7-8a74-d54997b344b4","7.45470035847939e+20","479540546171836224"
"863","094949ab-17a2-39d4-9ecd-3ecf268edff0","7.45470035847939e+20","479540546171836224"
"864","a0bd13ef-a9a0-37d3-b7ab-c4a805a9aa77","7.45470035847939e+20","479540546171836224"
"865","13f380f2-38a7-38f8-aaa1-6b29e349bdb9","2.42913664102506e+21","1964752287806864896"
"866","16147cac-c955-357c-a0b6-4a7b017239ca","7.45470035847939e+20","479540546171836224"
